Category,Food Name,Calorie (kcal),Carbs (g),Protein (g),Fat (g),Water (g),Ash (g)
水果類,"黃金果",44.4768,10.9617,0.927,0.227,87.687,0.1973
水果類,"菠蘿蜜",107.7522,28.4135,1.016,0.2449,69.33,0.9956
水果類,"榴槤蜜",123.815,32.6365,1.608,0.11,64.58,1.0655
水果類,"牛奶果",62.1757,15.8463,0.829,0.28,82.63,0.4147
水果類,"餘甘子",42.5991,10.8303,0.285,0.3169,88.13,0.4378
水果類,"嘉寶果",58.5811,15.3209,0.347,0.27,83.87,0.1921
水果類,"藍莓(台灣)",53.4889,13.5989,0.527,0.33,85.32,0.2241
蔬菜類,"牛蒡",84.456,19.1474,2.5407,0.3733,76.8587,1.0799
蔬菜類,"胡蘿蔔平均值",38.547,8.8588,1.1223,0.1263,89.2882,0.6044
蔬菜類,"胡蘿蔔",37.2239,8.4915,1.005,0.1761,89.5656,0.7618
蔬菜類,"向陽二號胡蘿蔔",44.2969,10.6262,0.627,0.1448,88.067,0.535
蔬菜類,"澳洲胡蘿蔔(細長型)",34.1201,7.4587,1.735,0.058,90.232,0.5163
蔬菜類,"黃胡蘿蔔",41.802,9.4497,1.073,0.2553,88.357,0.865
蔬菜類,"冷凍胡蘿蔔",13.3556,2.98,0.47,0.06,96,0.49
蔬菜類,"根菾菜根",26.9879,5.9845,1.166,0.0709,91.759,1.0196
蔬菜類,"根菾菜根(2023年取樣)",36.5782,8.5581,1.222,0,89.25,0.9699
蔬菜類,"白蘿蔔平均值",17.5798,3.8652,0.5485,0.1277,95.1504,0.3083
蔬菜類,"白蘿蔔",16.0011,3.3226,0.695,0.146,95.4567,0.3797
蔬菜類,"白蘿蔔(長形)",19.1585,4.4078,0.402,0.1093,94.844,0.2369
蔬菜類,"櫻桃蘿蔔",10.7028,2.3446,0.595,0,96.539,0.5214
蔬菜類,"青蘿蔔",32.66,6.9728,1.809,0.0868,90.099,1.0324
蔬菜類,"蘿蔔乾",57.8833,10.81,2.2,1.19,75.8,10
蔬菜類,"百合鱗片",136.6158,32.347,3.793,0.0627,62.428,1.3693
蔬菜類,"乾百合鱗片",303.9155,68.3864,11.838,0.7399,15.62,3.4157
蔬菜類,"芋莖",19.7972,3.35,1.1,0.46,94.2,0.89
蔬菜類,"金針菜嫩莖",23.9964,5.3419,0.7207,0.1523,93.3723,0.4128
蔬菜類,"草石蠶",74.8778,18.0406,1.725,0,79.313,0.9214
蔬菜類,"球莖甘藍",19.943,3.5837,1.5563,0.2257,94.0487,0.5856
蔬菜類,"孟宗竹筍",40.0978,7.3006,3.958,0.15,87.288,1.3034
蔬菜類,"熟桂竹筍",20.846,3.489,2.1323,0.1974,93.7077,0.4736
蔬菜類,"烏殼綠竹筍",21.4256,3.7907,1.8233,0.2228,93.589,0.5742
蔬菜類,"茭白筍",20.459,4.0152,1.332,0.1565,93.9913,0.505
蔬菜類,"玉米筍",33.3763,7.0269,1.768,0.16,90.45,0.5951
蔬菜類,"麻竹筍",22.0451,4.4183,1.422,0.13,93.36,0.6697
蔬菜類,"冷凍麻竹筍",17.2648,3.77,0.85,0.04,95.14,0.2
蔬菜類,"綠竹筍",24.9617,4.7427,1.7175,0.2348,92.6235,0.6815
蔬菜類,"帶殼熟綠竹筍",25.2944,4.9425,2.01,0.0899,92.425,0.5326
蔬菜類,"沙拉筍塊",23.7743,4.8353,1.5635,0.098,93.0855,0.4177
蔬菜類,"熟箭竹筍",19.7042,2.9456,2.0968,0.3253,93.5818,1.0505
蔬菜類,"白蘆筍",25.2835,4.9074,1.8453,0.1565,92.572,0.5188
蔬菜類,"綠蘆筍平均值",21.8875,3.4677,2.6543,0.1684,93.0322,0.6775
蔬菜類,"綠蘆筍",22.2906,4.4582,1.348,0.1639,93.4477,0.5822
蔬菜類,"澳洲綠蘆筍(粗短型)",20.4908,3.1337,2.54,0.1929,93.361,0.7724
蔬菜類,"綠蘆筍(細短型)",22.9636,3.242,3.26,0.2125,92.541,0.7445
蔬菜類,"綠蘆筍(短型)",21.8049,3.0367,3.469,0.1043,92.779,0.611
蔬菜類,"蘆筍花",20.6429,2.6809,2.913,0.3053,93.113,0.9878
蔬菜類,"嫩莖萵苣",16.2946,3.12,1,0.18,95,0.7
蔬菜類,"嫩薑",21.2034,4.75,0,0.32,94.3,0.63
蔬菜類,"粉薑",28.3892,6.0567,0.98,0.2629,91.9938,0.7066
蔬菜類,"老薑",52.5956,11.6803,1.143,0.4836,85.8363,0.8568
蔬菜類,"檳榔嫩莖",31.3181,5.6331,2.232,0.4183,90.8913,0.8253
蔬菜類,"大蒜",122.4864,26.4265,6.6885,0.2269,65.5946,1.0635
蔬菜類,"青蒜",32.7941,6.4302,2.1337,0.254,90.4549,0.7272
蔬菜類,"蒜苗",53.5059,12.0439,2.229,0.083,85.1076,0.5365
蔬菜類,"青蔥平均值",30.6272,6.6068,1.2625,0.1855,91.4053,0.5399
蔬菜類,"青蔥(有機)",31.3369,6.7604,1.148,0.2346,91.26,0.597
蔬菜類,"山東大蔥",30.6474,6.7256,1.304,0.1196,91.38,0.4708
蔬菜類,"日本甜蔥",33.2834,7.5564,1.014,0.1382,90.671,0.6204
蔬菜類,"宜蘭粉蔥",27.2412,5.3849,1.584,0.2497,92.31,0.4714
蔬菜類,"白洋蔥",41.9293,9.9545,1.0005,0.058,88.5755,0.4115
蔬菜類,"紫洋蔥",31.5642,7.2722,0.8748,0.1088,91.3256,0.4186
蔬菜類,"黃洋蔥",41.5585,9.4918,0.9663,0.24,88.8983,0.4036
蔬菜類,"紅蔥頭",74.9788,16.353,3.437,0.2625,79.127,0.8205
蔬菜類,"韮菜花",28.2275,5.5551,1.802,0.22,91.75,0.6729
蔬菜類,"韮菜",23.0272,3.8785,1.8953,0.3507,93.0424,0.8331
蔬菜類,"韮黃",16.2344,2.909,1.478,0.1215,95.1187,0.3728
蔬菜類,"九層塔",27.3979,4.4484,2.904,0.2916,91,1.356
蔬菜類,"小麥苗",34.0464,5.4565,3.326,0.4841,89.599,1.1344
蔬菜類,"水菜(日本種)",10.9221,1.5872,1.164,0.201,95.658,1.3898
蔬菜類,"甘藍平均值",23.1788,4.7557,1.308,0.1439,93.2432,0.5492
蔬菜類,"梨山甘藍(尖球形)",24.058,5.0951,1.402,0.0614,92.929,0.5125
蔬菜類,"甘藍(扁圓形)",21.0373,4.2855,1.09,0.1754,93.899,0.5501
蔬菜類,"甘藍(圓球形)",24.4409,4.8866,1.432,0.1949,92.9015,0.585
蔬菜類,"甘藍(圓球形)(2021年取樣)",20.2123,4.617,0.842,0,94.07,0.471
蔬菜類,"紫色甘藍",28.4625,5.9071,1.484,0.1836,91.6715,0.7538
蔬菜類,"甘藍芽",33.0137,5.3965,2.6525,0.5995,90.47,0.8815
蔬菜類,"冷凍甘藍",20.4849,4.174,1.286,0.1,93.94,0.5
蔬菜類,"羽衣甘藍(有機)",35.2175,5.1132,2.956,0.8998,88.91,2.121
蔬菜類,"脫水甘藍",340.7258,82.631,6.856,0.06,4.728,5.725
蔬菜類,"甘藷葉",27.8434,4.4222,3.1552,0.2784,90.9326,1.2116
蔬菜類,"蚵仔白菜(2022年取樣)",13.0932,1.7525,1.399,0.3098,95.62,0.9187
蔬菜類,"荷葉白菜",14.4486,2.5246,1.436,0.1004,94.784,1.155
蔬菜類,"葵扇白菜",13.8586,2.3542,1.552,0.073,95.095,0.9258
蔬菜類,"黑葉白菜(短梗)",15.1397,2.8969,1.343,0.0386,94.749,0.9725
蔬菜類,"千寶菜",20.1997,3.6056,1.714,0.1968,93.349,1.1346
蔬菜類,"小白菜(土植)(1月取樣)",10.4144,1.5029,1.15,0.184,96.42,0.7431
蔬菜類,"小白菜(土植)(3月取樣)",13.9188,2.4482,1.221,0.14,95.29,0.9008
蔬菜類,"小白菜(土植)(4月取樣)",13.1398,2.2367,1.05,0.199,95.799,0.7153
蔬菜類,"小白菜(土植)(7月取樣)",10.4789,1.8059,0.96,0.11,96.315,0.8091
蔬菜類,"小白菜(土植)(10月取樣)",11.4178,1.6971,1.065,0.24,96.4,0.5979
蔬菜類,"小白菜(水耕)(1月取樣)",12.7756,2.0707,1.452,0.107,95.3,1.0703
蔬菜類,"小白菜(水耕)(4月取樣)",13.351,2.3965,0.979,0.172,95.633,0.8195
蔬菜類,"小白菜(水耕)(7月取樣)",12.2164,2.3612,0.902,0.077,95.661,0.9988
蔬菜類,"小白菜(水耕)(10月取樣)",11.9979,1.764,1.091,0.27,95.92,0.955
蔬菜類,"小白菜(有機)(1月取樣)",9.2122,0.7598,1.842,0.17,96.15,1.0782
蔬菜類,"小白菜(有機)(4月取樣)",14.4059,2.4329,1.254,0.195,95.039,1.0791
蔬菜類,"小白菜(有機)(7月取樣)",10.9009,1.7418,1.258,0.097,95.958,0.9452
蔬菜類,"小白菜(有機)(10月取樣)",12.9507,1.9007,1.347,0.24,95.68,0.8323
蔬菜類,"珍珠小白菜",11.1145,1.6901,1.497,0.0718,95.578,1.1631
蔬菜類,"油菜心",30.9035,3.95,3.2,0.85,91.1,0.9
蔬菜類,"油菜(有機)",12.9931,2.2137,1.303,0.113,95.04,1.3303
蔬菜類,"青江菜(土植)(1月取樣)",10.1525,1.62,1.307,0.049,96.36,0.664
蔬菜類,"青江菜(土植)(3月取樣)",12.8607,2.1903,1.233,0.13,95.57,0.8767
蔬菜類,"青江菜(土植)(4月取樣)",10.7355,1.8395,0.96,0.125,96.365,0.7105
蔬菜類,"青江菜(土植)(7月取樣)",14.8163,2.5334,1.507,0.118,95.13,0.7116
蔬菜類,"青江菜(土植)(10月取樣)",18.1348,3.357,1.701,0.07,93.97,0.902
蔬菜類,"青江菜(水耕)(1月取樣)",12.4853,2.3513,1.243,0.007,95.73,0.6687
蔬菜類,"青江菜(水耕)(4月取樣)",14.3465,2.3967,1.397,0.16,95.004,1.0423
蔬菜類,"青江菜(水耕)(7月取樣)",13.9288,2.1855,1.651,0.129,94.827,1.2075
蔬菜類,"青江菜(水耕)(10月取樣)",10.943,1.4127,1.371,0.22,96.02,0.9763
蔬菜類,"青江菜(有機)(1月取樣)",9.8742,1.4969,1.531,0.003,96.07,0.8991
蔬菜類,"青江菜(有機)(4月取樣)",14.8681,2.5062,1.382,0.176,94.866,1.0698
蔬菜類,"青江菜(有機)(7月取樣)",20.6762,3.4741,1.944,0.243,93.139,1.1999
蔬菜類,"青江菜(有機)(10月取樣)",15.4033,2.7405,1.64,0.05,94.62,0.9495
蔬菜類,"塔菇菜(有機)",14.0011,2.3378,1.864,0,94.66,1.1382
蔬菜類,"廣島野菜",15.828,2.9097,1.71,0,94.33,1.0503
蔬菜類,"日本油菜(有機)",20.437,3.3128,1.505,0.427,93.61,1.1452
蔬菜類,"結球白菜平均值",16.7791,2.8753,1.1926,0.2916,95.0944,0.5461
蔬菜類,"煙台白菜",14.2885,2.2458,1.296,0.255,95.76,0.4432
蔬菜類,"迷你竹筍白菜",18.9427,3.8221,1.256,0.0891,94.201,0.6318
蔬菜類,"翠玉白菜",19.4448,2.8315,1.0345,0.68,94.91,0.544
蔬菜類,"包心白菜",14.4402,2.6018,1.1837,0.1424,95.5067,0.5654
蔬菜類,"白菜芽",54.1636,11.4565,2.5663,0.3297,84.9803,0.6672
蔬菜類,"白鳳菜",27.308,4.8,2,0.4,91.5,1.3
蔬菜類,"紅鳳菜",22.4936,3.531,2.115,0.3801,92.6835,1.2904
蔬菜類,"豆瓣菜",20.5147,3.18,2.17,0.29,93.06,1.3
蔬菜類,"明日葉",56.7617,11.8916,1.434,0.7918,84.465,1.4176
蔬菜類,"山芹菜",27.9017,5.1895,2.126,0.25,90.71,1.7245
蔬菜類,"芹菜平均值",15.3823,3.135,0.7933,0.1288,95.0036,0.9395
蔬菜類,"芹菜(青梗)",12.3242,2.4264,0.779,0.098,95.715,0.9816
蔬菜類,"芹菜",18.4403,3.8435,0.8075,0.1595,94.2922,0.8973
蔬菜類,"西洋芹菜",11.1594,2.2293,0.3783,0.1761,96.3205,0.8958
蔬菜類,"大心芥菜",12.5392,2.4852,0.9815,0.0329,95.697,0.8034
蔬菜類,"大芥菜",19.1256,3.37,0.75,0.48,94.6,0.8
蔬菜類,"包心芥菜",17.1009,2.6883,1.0105,0.4742,95.2345,0.5925
蔬菜類,"芥菜平均值",19.0774,3.5165,1.5375,0.1595,93.829,0.9576
蔬菜類,"芥菜",17.7386,3.1986,1.6025,0.1273,94.1435,0.9281
蔬菜類,"雪裡蕻",20.4162,3.8343,1.4725,0.1917,93.5145,0.987
蔬菜類,"抱子芥菜",20.8736,3.8231,2.103,0.0542,93.427,0.5927
蔬菜類,"芥藍菜",19.9143,3.1933,1.738,0.3473,93.5957,1.1257
蔬菜類,"芥藍芽",26.223,4.5235,2.223,0.3294,92.063,0.8611
蔬菜類,"芫荽",25.9745,4.5154,2.2565,0.293,91.4814,1.4537
蔬菜類,"紅梗珍珠菜",37.2118,5.595,2.6,1.025,88.8,1.98
蔬菜類,"食茱萸",126.509,23.8,11.9,0.3,60.2,3.8
蔬菜類,"香樁",99.3469,19.43,4.3,1.47,72.1,2.7
蔬菜類,"茴香",23.8996,4.1287,2.198,0.2436,92.123,1.3067
蔬菜類,"馬齒莧",13.824,1.88,1.2,0.4,95.6,0.92
蔬菜類,"茼蒿",15.7387,2.2086,1.741,0.3063,94.7187,1.0254
蔬菜類,"日本茼蒿(有機)",25.9168,4.8337,1.93,0.24,91.77,1.2263
蔬菜類,"昭和草",26.365,3.78,2.2,0.7,91.9,1.42
蔬菜類,"隼人瓜苗",23.7434,3.5341,3.28,0.1633,92.1693,0.8533
蔬菜類,"白莧菜",17.4757,2.5564,1.892,0.3045,93.8885,1.3586
蔬菜類,"紅莧菜",21.8817,3.3026,2.6233,0.2543,91.896,1.9238
蔬菜類,"野莧菜",40.638,4.9,6.3,0.6,85.9,2.3
蔬菜類,"紫蘇",70.5075,11.8701,5.526,1.1632,79.371,2.0697
蔬菜類,"菠菜",17.8904,2.4416,2.1873,0.3151,93.662,1.394
蔬菜類,"菠菜(葉)(有機)",25.6494,3.5658,3.268,0.38,91.1,1.6862
蔬菜類,"冷凍菠菜",17.2126,2.89,2.14,0.04,94.13,0.8
蔬菜類,"菾菜",20.7438,3.6739,2.004,0.1392,92.947,1.2359
蔬菜類,"黃金菾菜",18.3533,2.6417,2.43,0.2012,93.39,1.3371
蔬菜類,"落葵",33.1824,6.0338,2.672,0.3166,90.0515,0.9261
蔬菜類,"藤三七",21.2508,3.2032,1.635,0.5346,93.5937,1.0335
蔬菜類,"不結球萵苣平均值",16.1684,2.8375,1.1184,0.2595,95.0165,0.7681
蔬菜類,"奶油萵苣(日本種)",15.6951,2.6276,1.093,0.3087,95.176,0.7947
蔬菜類,"紅葉萵苣(荷蘭種）",15.658,2.4766,1.364,0.2898,94.992,0.8776
蔬菜類,"廣東萵苣",19.8449,3.958,1.023,0.2065,94.0501,0.7624
蔬菜類,"蘿美萵苣",13.4757,2.2879,0.9937,0.2329,95.8477,0.6378
蔬菜類,"本島萵苣(土植)(1月取樣)",16.7144,2.476,1.563,0.354,95.03,0.577
蔬菜類,"本島萵苣(土植)(3月取樣)",17.7524,3.7879,0.337,0.2505,94.672,0.9526
蔬菜類,"本島萵苣(土植)(4月取樣)",16.7502,3.2721,0.874,0.203,95.143,0.5079
蔬菜類,"本島萵苣(土植)(7月取樣)",23.4994,4.3623,1.364,0.348,93.243,0.6827
蔬菜類,"本島萵苣(土植)(10月取樣)",13.8764,2.2114,1.142,0.27,95.74,0.6366
蔬菜類,"本島萵苣(水耕)(1月取樣)",13.7989,2.1354,1.561,0.165,95.24,0.8986
蔬菜類,"本島萵苣(水耕)(4月取樣)",14.8005,2.6519,0.97,0.229,95.316,0.8331
蔬菜類,"本島萵苣(水耕)(7月取樣)",12.602,1.902,1.442,0.168,95.575,0.913
蔬菜類,"本島萵苣(水耕)(10月取樣)",11.5701,1.6187,1.144,0.27,96,0.9673
蔬菜類,"本島萵苣(有機)(1月取樣)",14.8851,2.553,1.798,0.026,94.68,0.943
蔬菜類,"本島萵苣(有機)(4月取樣)",18.7474,3.4791,1.063,0.286,94.303,0.8689
蔬菜類,"本島萵苣(有機)(7月取樣)",17.1753,2.7336,1.496,0.31,94.75,0.7104
蔬菜類,"本島萵苣(有機)(10月取樣)",14.6738,2.3111,1.266,0.28,95.38,0.7629
蔬菜類,"水耕波士頓萵苣",14.3018,1.1902,1.323,0.74,95.95,0.7968
蔬菜類,"結球萵苣",13.4552,2.7944,0.653,0.1011,96.101,0.3505
蔬菜類,"豌豆苗",31.3063,4.448,3.7357,0.4984,90.3383,0.9796
蔬菜類,"龍葵",25.8164,3.38,3.8,0.32,91,1.5
蔬菜類,"蕹菜(土植)(1月取樣)",21.5859,3.5091,1.958,0.331,93.33,0.8719
蔬菜類,"蕹菜(土植)(4月取樣)",19.9551,3.5152,1.706,0.2122,93.532,1.0346
蔬菜類,"蕹菜(土植)(7月取樣)",17.0068,2.781,1.917,0.136,94.393,0.773
蔬菜類,"蕹菜(土植)(10月取樣)",17.4629,2.64,1.809,0.29,94.29,0.971
蔬菜類,"蕹菜(水耕)(1月取樣)",27.3093,4.5463,2.704,0.298,90.92,1.5317
蔬菜類,"蕹菜(水耕)(4月取樣)",23.5584,4.2901,2.2,0.127,92.239,1.1439
蔬菜類,"蕹菜(水耕)(7月取樣)",17.1858,2.7204,1.919,0.185,93.772,1.4036
蔬菜類,"蕹菜(水耕)(10月取樣)",22.7065,3.7963,2.185,0.26,92.53,1.2287
蔬菜類,"蕹菜(有機)(4月取樣)",25.8152,4.657,1.937,0.308,91.712,1.386
蔬菜類,"蕹菜(有機)(10月取樣)",19.3562,3.0196,1.711,0.37,93.71,1.1894
蔬菜類,"水蕹菜",23.6005,3.2726,2.61,0.4778,92.826,0.8136
蔬菜類,"蘿蔔葉",13.6798,1.9761,1.714,0.1771,95.079,1.0538
蔬菜類,"花椰菜",23.1991,4.47,1.7823,0.131,92.9675,0.6492
蔬菜類,"冷凍花椰菜",21.2569,4.49,1.27,0.05,93.79,0.4
蔬菜類,"紫色花椰菜",40.0602,7.5611,3.115,0.288,87.7865,1.2494
蔬菜類,"青花菜(1999年取樣)",28.4278,4.4343,3.6947,0.1737,90.803,0.8943
蔬菜類,"青花菜(2021年取樣)",37.9319,6.5419,3.439,0.4072,88.76,0.8519
蔬菜類,"冷凍青花菜",25.2669,4.4476,2.525,0.156,92.25,0.6214
蔬菜類,"青花菜筍",32.3202,5.1269,3.03,0.5241,90.435,0.884
蔬菜類,"花椰菜乾",290.7787,62.515,15.967,0.6137,13.703,7.2013
蔬菜類,"金針菜",39.5529,7.3875,2.3853,0.5367,89.0957,0.5948
蔬菜類,"金針菜乾",307.1319,65.4024,14.255,1.758,11.031,7.5536
蔬菜類,"洛神花乾",306.0205,71.2334,9,0.5532,11.526,7.6874
蔬菜類,"絲瓜花",31.3149,4.83,3.9,0.27,90,1
蔬菜類,"冬瓜平均值",10.8078,2.3502,0.3998,0.0711,96.8515,0.3275
蔬菜類,"冬瓜",12.7817,2.7231,0.4305,0.1235,96.458,0.2649
蔬菜類,"香芋冬瓜",8.8339,1.9773,0.369,0.0186,97.245,0.3901
蔬菜類,"冬瓜(2022年取樣)",20.7987,5.0569,0.411,0,94.11,0.4221
蔬菜類,"南瓜平均值",74.0847,17.3266,1.8516,0.1983,79.7579,0.8656
蔬菜類,"日本南瓜",85.8109,20.7791,0.582,0.388,77.4204,0.8305
蔬菜類,"台灣南瓜",48.9517,11.0755,1.6655,0.1665,86.375,0.7175
蔬菜類,"栗子南瓜",85.5911,20.6743,1.371,0.1636,76.892,0.8991
蔬菜類,"菊花南瓜",75.985,16.7776,3.788,0.075,78.344,1.0154
蔬菜類,"胡瓜",13.8438,2.9028,0.6553,0.0963,96.025,0.3206
蔬菜類,"花胡瓜(有機)",14.93,3.1037,0.759,0.1,95.49,0.5473
蔬菜類,"苦瓜(白皮)",19.3817,4.1213,0.8833,0.1188,94.3643,0.5123
蔬菜類,"苦瓜(青皮)",19.8198,4.2014,0.884,0.1336,94.305,0.476
蔬菜類,"珍珠苦瓜",18.627,4.1586,0.741,0.0558,94.573,0.4716
蔬菜類,"野苦瓜",29.9788,5.2884,1.687,0.5895,91.4812,0.9539
蔬菜類,"隼人瓜",23.1948,5.1559,0.737,0.1381,93.6937,0.2753
蔬菜類,"隼人瓜(2023年取樣)",21.5025,4.5469,0.704,0.23,94.07,0.4491
蔬菜類,"白皮蛇瓜",18.7305,3.17,1.44,0.31,94.5,0.58
蔬菜類,"綠皮蛇瓜",31.879,5.61,1.9,0.6,91.4,0.49
蔬菜類,"絲瓜",18.6884,3.8677,1.062,0.0982,94.646,0.3261
蔬菜類,"稜角絲瓜",20.3366,4.1415,0.896,0.2195,94.3635,0.3795
蔬菜類,"越瓜",18.1169,4.0778,0.626,0.0685,94.848,0.3797
蔬菜類,"蒲瓜平均值",17.7862,3.9644,0.4894,0.1246,95.1225,0.2992
蔬菜類,"蒲瓜(長形)",18.6325,4.1868,0.504,0.1175,94.861,0.3307
蔬菜類,"蒲瓜(圓形)",17.9223,4.0444,0.619,0.063,94.945,0.3286
蔬菜類,"花蒲瓜(圓形)",14.9133,3.4962,0.3345,0.048,95.884,0.2373
蔬菜類,"葫蘆瓜",19.6769,4.13,0.5,0.27,94.8,0.3
蔬菜類,"黃櫛瓜",15.1319,2.667,1.45,0.1113,95.036,0.7357
蔬菜類,"綠櫛瓜",13.0889,1.7914,2.18,0.0467,94.976,1.0059
蔬菜類,"枸杞乾",346.6949,77.8464,12.295,1.3,4.798,3.7606
蔬菜類,"長茄子",25.3298,5.3297,1.2165,0.1621,92.7843,0.5074
蔬菜類,"圓茄子",20.6965,4.5364,1.019,0.04,93.93,0.4746
蔬菜類,"大番茄平均值(紅色系)",18.5684,4.125,0.7743,0.054,94.5457,0.5009
蔬菜類,"牛番茄",18.5931,4.0434,0.7085,0.1156,94.672,0.4605
蔬菜類,"紅番茄",19.6986,4.3568,0.885,0.0464,94.137,0.5748
蔬菜類,"桃太郎番茄",17.4134,3.9749,0.7295,0,94.8281,0.4675
蔬菜類,"黃番茄",23.3043,5.2603,0.924,0.044,93.191,0.5807
蔬菜類,"大番茄平均值(綠色系)",21.9613,5.0091,0.7128,0.0667,93.8061,0.4053
蔬菜類,"粉柿番茄",17.9897,4.048,0.771,0.0218,94.765,0.3942
蔬菜類,"黑柿番茄",23.3283,5.5679,0.42,0.0613,93.59,0.3608
蔬菜類,"綠番茄",24.5658,5.4113,0.9475,0.117,93.0633,0.4609
蔬菜類,"小番茄平均值(紅色系)",32.6934,7.3827,0.9208,0.1778,90.942,0.5767
蔬菜類,"聖女小番茄",33.8335,6.9208,1.1085,0.4705,90.9978,0.5024
蔬菜類,"試交二號小番茄",29.9358,7.1771,0.736,0.002,91.4521,0.6328
蔬菜類,"櫻桃小番茄",34.3111,8.0501,0.918,0.061,90.376,0.5949
蔬菜類,"黃金小蕃茄",30.5688,6.7608,0.813,0.2475,91.477,0.7017
蔬菜類,"小番茄平均值(橙色系)",31.0774,6.8546,1.1123,0.1709,91.0585,0.8037
蔬菜類,"金女小番茄",29.9058,6.6221,1.099,0.1434,90.775,1.3605
蔬菜類,"黃金聖女小番茄",30.8959,6.9674,0.999,0.1321,91.3615,0.54
蔬菜類,"橙蕃茄",32.4305,6.9743,1.239,0.2371,91.039,0.5106
蔬菜類,"香瓜茄",25.9595,6.2197,0.44,0.0657,93.035,0.2396
蔬菜類,"甜椒平均值(青皮)",29.405,5.8863,1.0324,0.4472,92.2312,0.4028
蔬菜類,"甜椒(青皮)",23.34,4.8739,0.7873,0.2711,93.7277,0.34
蔬菜類,"小甜椒(青皮)",34.5107,6.7691,1.442,0.5177,90.842,0.4292
蔬菜類,"高山甜椒(青皮)",30.3643,6.016,0.868,0.5529,92.124,0.4391
蔬菜類,"甜椒(紅皮)",33.4918,7.0616,0.834,0.45,91.22,0.4344
蔬菜類,"甜椒(黃皮)",28.091,6.047,0.826,0.28,92.2,0.647
蔬菜類,"甜椒(橙皮)",34.5559,7.6643,0.9225,0.2686,90.7245,0.4201
蔬菜類,"青辣椒平均值",32.9325,6.8978,1.3443,0.2998,90.861,0.5971
蔬菜類,"角椒",22.1826,4.7393,0.904,0.159,93.624,0.5737
蔬菜類,"長辣椒(青皮)",48.9903,10.3412,1.889,0.4433,86.63,0.6965
蔬菜類,"糯米椒",27.6246,5.6128,1.24,0.297,92.329,0.5212
蔬菜類,"紅辣椒平均值",80.4199,16.3772,3.5632,0.8618,78.0463,1.1515
蔬菜類,"長辣椒(紅皮)",48.387,9.3176,2.3927,0.6905,86.791,0.8082
蔬菜類,"朝天椒(長果)",90.0771,17.9239,3.391,1.3488,76.0085,1.3278
蔬菜類,"朝天椒(圓果)",102.7955,21.8902,4.906,0.546,71.3394,1.3184
蔬菜類,"乾長辣椒(紅皮)",382.0585,47.6334,19.942,17.2091,13.338,1.8775
蔬菜類,"黃秋葵",35.613,7.4798,2.0565,0.1259,89.8345,0.5033
蔬菜類,"青花菜芽",34.6729,4.9478,2.802,0.96,90.87,0.4202
蔬菜類,"苜蓿芽",20.1213,2.5385,3.215,0.2148,93.61,0.4217
蔬菜類,"紫甘藍芽",32.0974,6.623,0.248,0.6712,92.028,0.4298
蔬菜類,"黃豆芽",47.0472,5.0467,5.277,1.6176,87.354,0.7047
蔬菜類,"黃豆芽(有機,2023年取樣)",40.9329,5.0065,5.072,0.97,88.22,0.7315
蔬菜類,"黑豆芽",51.5821,6.3933,6.625,1.11,84.97,0.9017
蔬菜類,"葵花芽",26.4237,4.3045,2.547,0.354,92.023,0.7715
蔬菜類,"綠豆芽",23.8073,4.0681,2.3453,0.2147,93.0757,0.2962
蔬菜類,"豌豆芽",25.4122,2.9252,3.971,0.4301,92.18,0.4937
蔬菜類,"蕎麥芽",20.0241,3.4194,1.866,0.215,94.069,0.4306
蔬菜類,"蘿蔔芽",23.5706,3.8526,2.14,0.3511,93.011,0.6453
蔬菜類,"山蘇菜",26.2878,4.3837,2.967,0.1694,91.55,0.9299
蔬菜類,"火炭母草",12.0412,1.24,1.6,0.36,93.6,3.2
蔬菜類,"石蓮花",10.561,2.1877,0.385,0.1219,96.676,0.6294
蔬菜類,"青葙",50.089,7.73,2.5,1.6,86.5,1.67
蔬菜類,"假人蔘",31.5362,2.22,1.64,2.22,92.6,1.32
蔬菜類,"野苦瓜嫩梢",76.5238,12.18,5.71,1.68,77.7,2.73
蔬菜類,"過溝菜蕨",27.3946,3.173,3.0975,0.8249,91.9125,0.9921
蔬菜類,"蔘鬚",330.1551,76.1549,7.018,1.7639,10.906,4.1572
蔬菜類,"龍骨瓣莕菜",17.3803,3.1389,1.093,0.2718,94.668,0.8283
蔬菜類,"薄荷",55.406,10.87,3.05,0.6,83.4,2.08
蔬菜類,"蕺菜",45.545,7.66,3.17,0.88,86.2,2.09
蔬菜類,"蘆薈",4.415,0.24,0.05,0.4,99.1,0.21
蔬菜類,"皇宮菜",21.7462,3.54,2.2,0.26,93.1,0.9
蔬菜類,"香芫荽",22.9932,3.94,2.4,0.16,93,0.5
蔬菜類,"荷蘭豆菜心",29.8365,3.85,3.9,0.55,90.9,0.8
蔬菜類,"厥子",22.7312,3.94,2.3,0.16,93,0.6
蔬菜類,"義大利茼蒿",14.8298,1.889,1.574,0.3989,95.253,0.8851
蔬菜類,"龍延草",78.755,12.73,3.89,2.26,77.7,3.42
蔬菜類,"麵包果",61.3168,11.1639,0.973,1.8194,85.37,0.6737
蔬菜類,"冰花",6.9103,0.9937,0.775,0.12,96.42,1.6913
藻類,"紅毛苔",264.6622,36.9289,39.932,1.9137,7.005,14.2204
藻類,"紫菜",267.5053,47.8537,28.05,0.8823,12.2787,10.9353
