Category,Food Name,Calorie (kcal),Carbs (g),Protein (g),Fat (g),Water (g),Ash (g)
魚貝類,"日本花鱸((3月)",99.7437,0.5122,19.992,1.594,76.803,1.0988
魚貝類,"日本花鱸((8月)",95.3352,1.4975,18.968,1.59,76.858,1.0865
魚貝類,"日本花鱸((11月)",99.1356,0.0894,20.534,1.27,76.99,1.1166
魚貝類,"日本花鱸((12月)",100.5461,0.4023,19.618,1.86,76.87,1.2497
魚貝類,"日本花鱸(含皮)",111.1384,0.7678,19.2,3.2322,75.8,1
魚貝類,"白鱸",76.481,1,17.7,0.1,79.8,1.4
魚貝類,"條紋狼鱸",146.8154,0,21.3585,6.1657,73.556,1.0231
魚貝類,"鱖",89.3019,0,17.678,1.5318,80.315,0.8774
魚貝類,"白緣星鱠",101.0135,0,19.933,1.7627,78.191,1.2045
魚貝類,"青星九刺鮨平均值",93.5025,0,20.927,0.4595,77.971,1.2991
魚貝類,"青星九刺鮨",83.313,0.5,19.3,0.1,78.8,1.3
魚貝類,"青星九刺鮨魚片",103.6921,0,22.554,0.8189,77.142,1.2982
魚貝類,"斑帶石斑魚",90.4736,0,20.181,0.4768,79.567,1.0946
魚貝類,"龍虎石斑魚",121.7781,1.1661,20.573,3.7618,73.289,1.2101
魚貝類,"斑點九刺鮨(去皮)",81.6928,0.9202,18.801,0.1566,78.871,1.2512
魚貝類,"斑點九刺鮨(含皮)",83.7875,0,19.39,0.11,79.85,1.0487
魚貝類,"棕點石斑魚",115.2697,0,19.083,3.7456,76.926,1.2826
魚貝類,"鞍帶石斑魚片",155.3576,0.2161,19.112,8.1762,71.365,1.1307
魚貝類,"駝背鱸",82.699,0,18.1,0.6,80.1,1.2
魚貝類,"橫紋九刺鮨",85.3076,0,19.25,0.3448,80.123,1.1622
魚貝類,"大口黑鱸",129.9823,0,20.684,4.6188,75.446,1.1561
魚貝類,"日本紅目大眼鯛",97.222,0,19.6,1.5,79.3,1.1
魚貝類,"血斑異大眼鯛",93.374,0,20.6,0.6,77.7,1.2
魚貝類,"多鱗沙鮻",90.246,0.6,18.6,1.2,78.2,1.4
魚貝類,"日本馬頭魚",85.071,0,18.74,0.56,79.56,1.32
魚貝類,"白馬頭魚",91.004,0.1,19.2,1,78.4,1.3
魚貝類,"鬼頭刀魚片",77.7927,0.0378,17.237,0.4646,81.336,0.9246
魚貝類,"鬼頭刀",106.616,0,21.8,1.5,76,1.3
魚貝類,"海鱺",106.05,0,20.4,2.1,77.4,1.3
魚貝類,"海鱺魚片",264.0129,0,19.317,20.1252,61.153,1.2474
魚貝類,"大口逆鈎鰺",103.008,0.1,21.8,1.1,75.5,1.5
魚貝類,"大甲鰺",104.956,0.4,21.2,1.6,74.8,2
魚貝類,"日本竹筴魚",116.3594,0,23.01,2.0074,74.497,1.0913
魚貝類,"布氏鯧鰺(去皮)",191.8116,0,20.271,11.669,67.249,0.9595
魚貝類,"布氏鯧鰺(含皮)",190.181,0,17.5,12.8,69.6,1.1
魚貝類,"杜氏鰤",115.0281,0.23,21.89,2.39,74.135,1.355
魚貝類,"長鰭鰤魚",114.4082,2.668,22.763,1.908,71.09,1.571
魚貝類,"范氏副葉鰺",108.333,2.0759,20.941,2.097,73.375,1.5111
魚貝類,"泰勃圓鰺",112.5619,1.36,22.77,1.7,72.83,1.34
魚貝類,"烏鯧",94.1662,0,20.4,0.7825,78,1.4
魚貝類,"無斑圓鰺",119.191,0,23.9,1.9,73.5,1.1
魚貝類,"藍圓鰺",114.097,0,24.0125,1.282,73.283,1.4684
魚貝類,"雙帶鰺",118.15,0,22.6,2.4,74.4,1.4
魚貝類,"眼眶魚",112.6255,0.2,20.25,2.9,75.55,1.1
魚貝類,"斯氏長鰭烏魴",96.55,0,22.4,0.1,76,1.6
魚貝類,"史氏紅諧魚",96.6845,0,21.133,0.7147,77.471,1.3193
魚貝類,"希氏姬鯛",90.9136,0.48,21.08,0.1,77.04,1.3
魚貝類,"赤鰭笛鯛",88.01,0,20.4,0.1,78.8,1.3
魚貝類,"孟加拉笛鯛",87.2509,0.038,19.842,0.28,78.7,1.14
魚貝類,"前鱗笛鯛",101.2821,0.9059,21.997,0.8154,74.915,1.3667
魚貝類,"馬拉巴笛鯛",86.2967,0,20.21,0,79.17,1.211
魚貝類,"單斑笛鯛",105.527,0,20.7,1.9,76.8,1.2
魚貝類,"黃擬烏尾鮗",80.3427,0.27,18.71,0.05,79.57,1.4
魚貝類,"葉唇笛鯛",118.11,0,19.944,3.6529,77.073,1.4627
魚貝類,"松鯛",98.46,0.1,18.2,2.3,78.2,1.2
魚貝類,"三線磯鱸",129.838,0.6,19,5.4,73.7,1.3
魚貝類,"星雞魚",98.5202,0.387,20.58,1.18,76.703,1.15
魚貝類,"密點少棘胡椒鯛",94.089,0,19.5,1.2,78.4,2.1
魚貝類,"金線魚",119.009,0,20.9,3.3,76.3,1.2
魚貝類,"青嘴龍占魚",127.8757,0,22.689,3.4361,73.336,1.4276
魚貝類,"網紋龍占魚",101.228,0,21.7,0.95,77.05,1.4
魚貝類,"平鯛",158.3373,0.5007,21.027,7.6,69.64,1.2323
魚貝類,"阿部牙鯛",123.7062,0.0051,18.861,4.786,75.112,1.2359
魚貝類,"真鯛平均值(去皮)",110.0982,0.1747,20.5763,2.4653,75.5115,1.2722
魚貝類,"真鯛(1月)",100.0216,0.7276,20.112,1.568,76.34,1.2524
魚貝類,"真鯛(3月)",100.6184,0.7257,20.801,1.308,75.961,1.2043
魚貝類,"真鯛(5月)",86.7392,0,20.02,0.139,78.85,1.3572
魚貝類,"真鯛(8月)",175.992,1.672,20.584,9.767,66.728,1.249
魚貝類,"真鯛(9月)",92.232,0,21.6,0,78.1,1.3
魚貝類,"真鯛(11月)",104.9863,0,20.341,2.01,77.09,1.27
魚貝類,"黃鰭棘鯛",136.2839,0.5923,19.221,6.01,73.04,1.1367
魚貝類,"黑棘鯛(去皮)",136.2896,0.5781,20.287,5.506,72.377,1.2519
魚貝類,"黑棘鯛(含皮)",164.5605,0,19.5,9.0128,70.7,1.7
魚貝類,"多鱗四指馬鮁",145.905,0,18.9695,7.1957,72.805,1.1877
魚貝類,"大黃魚",142.1148,0.1612,16.78,7.812,74.336,0.9108
魚貝類,"小黃魚(去皮)",99.832,0,20,1.6,77.7,0.9
魚貝類,"小黃魚(含皮)",100.0758,0,19.36,1.93,77.67,1.2005
魚貝類,"白姑魚",96.512,0,18.8,1.8,78.2,1.2
魚貝類,"眼斑擬石首魚",94.5811,0.8861,19.701,1.1594,77.025,1.2285
魚貝類,"黃姑魚",88.9668,0,19.42,0.67,79.76,1.1213
魚貝類,"黑䱛 ",149.0819,1.24,17.93,8.04,71.42,1.37
魚貝類,"鮸",103.6202,0,23.312,0.4521,76.671,1.2147
魚貝類,"鱗鰭叫姑魚",99.314,0.3,18.4,2.3,77.4,1.6
魚貝類,"黑斑海緋鯉",96.512,0,18.8,1.8,79.1,1.4
魚貝類,"斑點雞籠鯧",96.8622,0,21.945,0.35,79.01,1.26
魚貝類,"花身鯻",157.229,0,19.5,8.2,72,1.3
魚貝類,"花尾唇指翁(翁加魚邊) ",115.5321,0.63,19.79,3.44,74.68,1.46
魚貝類,"尼羅口孵非鯽(去皮)",112.9338,0,20.356,2.884,76.298,1.1161
魚貝類,"尼羅口孵非鯽(含皮)",124.978,0,19.425,4.66,75.015,1.0483
魚貝類,"尼羅口孵非鯽(含皮)(2022年取樣)",121.8411,2.9732,20.386,3.8573,71.7,1.0835
魚貝類,"花身副麗魚",112.4657,1.0753,17.665,4.106,76.057,1.0967
魚貝類,"紅色吳郭魚",107.8461,1.2726,18.268,3.3084,76.088,1.063
魚貝類,"台灣鯛魚片(生)",109.8465,2.5148,18.1545,3.5839,74.7685,0.9783
魚貝類,"台灣鯛魚片(生)(2021年)",109.3707,1.549,17.884,3.6592,75.974,0.9338
魚貝類,"台灣鯛魚片(水煮)",129.939,1.3238,23.4255,3.3162,71.079,0.8555
魚貝類,"台灣鯛魚片(油煎)",161.8736,1.9415,23.1,6.8564,66.7945,1.3076
魚貝類,"台灣鯛魚片(烤,190℃,10分鐘)",111.0746,1.773,19.6635,3.0057,74.4495,1.1083
魚貝類,"台灣鯛魚片(烤,190℃,20分鐘)",134.1891,2.0858,22.958,4.0087,69.759,1.1885
魚貝類,"台灣鯛魚片(烤,230℃,10分鐘)",126.6487,1.4974,21.277,3.9685,72.088,1.1691
魚貝類,"台灣鯛魚片(烤,230℃,20分鐘)",142.1796,2.5167,24.583,4.1253,67.4095,1.3655
魚貝類,"台灣鯛魚片(清蒸)",112.0396,2.1751,19.2995,3.285,74.2035,1.0369
魚貝類,"台灣鯛魚片(微波)",139.9448,1.3955,24.871,3.7412,68.561,1.4313
魚貝類,"台灣鯛魚湯(水煮)",5.4858,0.0368,0.9085,0.1781,98.638,0.2386
魚貝類,"莫三比克口孵非鯽",111.8194,0,19.512,3.16,77.274,1.0992
魚貝類,"薔薇項鰭魚(去皮)",95.8916,0,17.345,2.42,79.93,0.8242
魚貝類,"薔薇項鰭魚(含皮)",92.669,0,17.9,1.8,78.6,3.6
魚貝類,"藍豬齒魚",80.799,0.2,18.5,0.2,79.7,1.4
魚貝類,"福氏鸚哥魚(去皮)",84.1852,0.168,19.631,0.04,78.82,1.341
魚貝類,"橫紋鸚哥魚(含皮)",80.5797,0,18.85,0.01,80.8,1.25
魚貝類,"藍點鸚哥魚",86.4787,0.5898,20.147,0.05,77.94,1.2732
魚貝類,"金錢魚",196.0251,0,19.27,12.61,66.72,1.86
魚貝類,"褐臭肚魚",164.159,0.63,19.94,8.76,69.41,1.26
魚貝類,"杜氏刺尾鯛",137.2675,0.61,19.05,6.2,72.86,1.28
魚貝類,"後刺尾鯛",102.0777,0,20.392,1.6634,77.46,1.3751
魚貝類,"鋸尾鯛",93.1362,0.2891,18.96,1.35,78.14,1.2609
魚貝類,"大眼金梭魚",157.128,0,21.8,7.1,71.7,1.2
魚貝類,"鱗網帶鰆切片",272.4528,0,17.258,22.0356,60.533,0.8873
魚貝類,"鱗網帶鰆(含皮)",263.4838,0,18,20.69,62.45,1.1442
魚貝類,"白帶魚",101.732,0,19.6,2,77.6,1.2
魚貝類,"大目鮪",103.4866,0,23.94,0.14,74.51,1.5778
魚貝類,"正鰹",149.149,0,23.1,5.6,70.8,1.1
魚貝類,"花腹鯖",138.0951,0.1042,23.9,3.9958,70.5,1.5
魚貝類,"高麗馬加鰆",118.6378,0.26,19.44,3.95,75.02,1.33
魚貝類,"康氏馬加鰆切片(去皮)",192.7929,0,18.6645,12.5383,70.2295,1.1277
魚貝類,"康氏馬加鰆切片(含皮)",176.3471,1.52,19.33,10.4,67.71,1.04
魚貝類,"臺灣馬加鰆",180.062,0,20.2,10.4,68.5,1.4
魚貝類,"鮪魚生魚片",100.393,0,23.3,0.1,76.1,1.4
魚貝類,"鯖魚(生)",416.9758,0.1804,14.36,39.43,45.24,0.7896
魚貝類,"鯖魚(炒)",410.1904,0.0845,16.7,37.57,44.52,1.1255
魚貝類,"鯖魚(炸)",555.2118,0.0708,17.16,53.43,28.33,1.0092
魚貝類,"鯖魚(烤,150度,10分)",411.6293,0,16.53,37.81,45.84,1.257
魚貝類,"鯖魚(烤,150度,20分)",395.5101,0,19.05,34.83,45.73,1.2231
魚貝類,"鯖魚(烤,150度,30分)",535.9826,0,19.86,50.02,32.35,1.3776
魚貝類,"鯖魚(烤,180度,10分)",373.0521,0,20.17,31.81,47.297,1.3458
魚貝類,"鯖魚(烤,210度,10分)",472.4603,0,19.01,43.38,38.97,1.3229
魚貝類,"鯖魚(煮)",374.813,0.4381,14.9,34.5,49.33,0.8319
魚貝類,"鯖魚(煎)",403.3312,0,20.01,35.94,42.92,1.1722
魚貝類,"鯖魚(蒸)",391.7428,0.7209,14.64,36.5,47.11,1.0291
魚貝類,"旗魚切片",110.9004,0.8241,25.972,0,71.811,1.3929
魚貝類,"旗魚腹肉",104.677,0,22.197,1.0971,76.988,1.1207
魚貝類,"刺鯧(去皮)",94.5503,0.102,18.837,1.565,78.168,1.328
魚貝類,"刺鯧(含皮)",154.5256,0,17.779,8.715,72.515,1.235
魚貝類,"星斑真鯧",213.6229,0,15.55,16.322,68.987,1.0005
魚貝類,"銀鯧平均值(去皮)",114.9871,0.1991,17.7126,4.363,76.4134,1.3119
魚貝類,"銀鯧(2月)",122.5975,0,17.862,5.136,76.76,1.2067
魚貝類,"銀鯧(3月)",119.6677,0.7332,17.554,4.957,75.789,0.9668
魚貝類,"銀鯧(5月)",105.1714,0,16.375,3.908,78.7,1.5348
魚貝類,"銀鯧(8月)",101.3781,1.558,17.692,2.864,75.908,1.978
魚貝類,"銀鯧(12月)",126.1206,0.1866,19.08,4.95,74.91,0.8734
魚貝類,"銀鯧(含皮)",124.0168,1.1039,16.8,5.7961,75.2,1.1
魚貝類,"斑鱧",118.731,0,18.3,4.5,76.3,1.3
魚貝類,"大口鰜切片(含皮)",166.499,0,14.7,11.5,74.1,1.1
魚貝類,"鰈魚切片",201.1875,0,13.203,16.0544,70.19,0.9931
魚貝類,"雙線鬚鰨",92.189,0.3,19.9,0.8,77.7,1.3
魚貝類,"單角革單棘魨(去皮)",78.6532,0,17.158,0.5974,81.917,0.8993
魚貝類,"單角革單棘魨(含皮)",76.433,0,17.9,0,81.3,0.9
魚貝類,"克氏兔頭魨",76.908,0,17.8,0.1,80.8,1.3
魚貝類,"翻車魨腹肉",47.4541,0.692,10.208,0.4286,88.539,0.1324
魚貝類,"犬牙南極魚切片",281.8263,0,12.1075,25.513,63.6665,0.9581
魚貝類,"低眼無齒芒魚片(芒加魚邊)",75.6232,0,14.171,1.6755,83.4,1.1717
魚貝類,"秋刀魚",276.6396,4.1302,18.8,21.7698,54.3,1
魚貝類,"毛鱗魚",145.1344,0.4135,14.098,9.4164,74.03,2.0421
魚貝類,"圓鱈魚鰓肉",84.0575,3.9245,14.503,2.4534,78.149,0.9701
魚貝類,"鯛魚下巴",245.0598,0,16.052,19.5696,65.474,0.8205
魚貝類,"鯊魚翅",185.745,0,43.5,0,60.2,0.4
魚貝類,"魚翅唇",47.466,0,9.933,0.5601,91.172,0.2957
魚貝類,"翻車魨魚皮",27.6696,0.01,6.48,0,92.94,0.57
魚貝類,"鯊魚皮",54.416,0,12.402,0.1618,88.943,0.1424
魚貝類,"魚漿(旗魚)",110.1006,7.8472,16.838,1.2622,71.606,2.4466
魚貝類,"鮸魚卵(加工)",184.0934,3.6045,21.856,10.063,61.632,2.8445
魚貝類,"鯔魚卵",256.0665,3.1944,26.318,15.93,53.14,1.4176
魚貝類,"鰆魚卵",192.5105,0.245,23.496,10.2198,64.535,1.5042
魚貝類,"鰹魚卵",183.6889,0.6398,21.493,10.19,66.16,1.5172
魚貝類,"鯔魚精囊",88.8234,0,17.274,1.67,81.78,2.3698
魚貝類,"鮟鱇魚肝",135.8266,1.9139,13.617,8.6122,74.798,1.0589
魚貝類,"旗魚肚",99.4642,2.894,22.491,0.38,73.76,0.475
魚貝類,"鮪魚肚",105.788,0,23.352,0.6735,75.823,0.4654
魚貝類,"小魚干",335.172,0,69.2,4.4,16.1,12
魚貝類,"扁魚干",354.2749,1.0648,66.2917,7.8946,18.389,6.3599
魚貝類,"柴魚片",382.579,2.6,76.5,6.2,10.9,3.8
魚貝類,"羅氏沼蝦",88.034,0.2115,20.3,0.15,78.1,1.2385
魚貝類,"北方長額蝦(加工)",121.9806,2.662,19.94,4.0839,70.942,2.3721
魚貝類,"東方異腕蝦",78.4606,0,17.72,0.31,82.3,1.74
魚貝類,"胭脂蝦",114.385,0.7144,13.832,6.1333,77.243,2.0773
魚貝類,"日本玻璃蝦",82.5617,1.9755,16.248,1.4615,76.315,4
魚貝類,"相模後海螯蝦",79.1294,0,17.94,0.28,81.6,2.0412
魚貝類,"中國對蝦",84.215,1,19.3,0.2,77.9,1.6
魚貝類,"日本對蝦平均值",96.7925,0.3962,21.2825,0.6559,75.7228,1.9427
魚貝類,"日本對蝦(大)",97.2737,0,21.632,0.5438,76.9845,1.8646
魚貝類,"日本對蝦(小)",96.3113,1.8173,20.933,0.768,74.461,2.0207
魚貝類,"白對蝦平均值",99.354,0,21.3463,0.9097,76.149,1.6284
魚貝類,"白對蝦(大)",109.2375,0,22.325,1.5421,74.791,2.1138
魚貝類,"白對蝦(小)",96.1628,0,21.39,0.5352,77.356,1.3619
魚貝類,"白對蝦(小)(2022年取樣)",92.6618,1.3149,20.324,0.6517,76.3,1.4094
魚貝類,"哈氏彷對蝦",81.9359,0.566,18.724,0.22,78.41,2.08
魚貝類,"草對蝦",100.208,1.0051,22,0.6949,75.3,1
魚貝類,"藍對蝦",95.204,0,20.924,0.6495,77.171,1.4573
魚貝類,"鬚赤蝦",92.0872,0.58,20.7,0.41,76.04,2.27
魚貝類,"大管鞭蝦",87.6555,0.62,19.81,0.34,77.39,1.84
魚貝類,"隆脊管鞭蝦",96.171,0.6,22.1,0.2,75.3,1.8
魚貝類,"螳螂蝦",66.828,0,14.7,0.45,84.03,1.7659
魚貝類,"日本龍蝦",92.707,1,21.5,0.1,75.7,1.7
魚貝類,"正櫻蝦(生)",88.4371,0,17.895,1.3332,79.347,3.0291
魚貝類,"正櫻蝦(熟)",96.6951,0,19.642,1.4217,76.03,3.5913
魚貝類,"正櫻蝦乾",252.6889,13.429,52.557,3.1342,20.055,10.8248
魚貝類,"大頭蝦仁",39.9111,0,8.842,0.239,89.186,2.2952
魚貝類,"明蝦仁",51.6975,0,11.879,0.108,87.967,0.9014
魚貝類,"紅蝦仁",43.3707,1.543,9.464,0.3281,86.3805,2.2844
魚貝類,"海鱸蝦仁",73.4793,1.2765,16.275,0.4418,80.95,1.0567
魚貝類,"草蝦仁",43.9958,0.8956,9.682,0.2942,88.0249,1.1033
魚貝類,"鳳尾蝦仁",64.4543,0.3063,13.368,0.8174,84.391,1.1173
魚貝類,"鬚赤蝦仁",79.563,0,17.103,0.7243,81.435,1.4117
魚貝類,"蝦皮",155.198,2.7,33.6,1.3,45.3,17.1
魚貝類,"蝦米",263.6998,0,57.1,2.2043,28.7,12.6
魚貝類,"金鉤蝦乾",256.7368,0,54.64,2.5969,33.863,10.6201
魚貝類,"紅蟳",121.715,6.5,20.9,3.6,67.1,1.9
魚貝類,"蛙形蟹",71.8315,2.76,16.59,0.11,78.19,2.35
魚貝類,"蟹腳肉",52.6282,1.1756,11.643,0.3229,84.155,2.7035
魚貝類,"竹蟶(冷凍)",41.5107,1.1801,8.991,0.3458,87.175,2.3081
魚貝類,"真牡蠣平均值",54.28,4.2387,9.3878,1.5737,82.9935,1.8064
魚貝類,"真牡蠣",49.3481,1.7674,8.9855,1.2173,86.807,1.2228
魚貝類,"帶殼真牡蠣(生蠔)",59.2119,6.71,9.79,1.93,79.18,2.39
魚貝類,"黑齒牡蠣",55.4267,3.105,9.739,1.5345,83.828,1.7935
魚貝類,"蝦夷海扇蛤",69.612,2.3343,13.7155,1.2247,81.1235,1.602
魚貝類,"綠殼菜蛤",95.55,2.6441,17.772,2.18,75.8,1.6039
魚貝類,"綠殼菜蛤干",263.1049,23.929,43.651,8.505,19.905,4.01
魚貝類,"西施舌",52.8599,5.365,8.915,1.64,83.23,0.85
魚貝類,"台灣蜆",51.1626,9.7723,8.94,1.44,79.07,0.7777
魚貝類,"大文蛤",20.5066,1.5142,4.38,0.2,91.01,2.8958
魚貝類,"文蛤",36.9374,2.7132,7.6105,0.4923,87.324,1.86
魚貝類,"波紋橫簾蛤 ",48.3223,4.6406,9.184,1.0096,83.153,2.0128
魚貝類,"菲律賓簾蛤",36.8107,4.0743,7.52,0.5211,85.8,2.0846
魚貝類,"環文蛤",45.9777,3.677,8.738,0.9608,83.963,2.6612
魚貝類,"干貝(冷凍)",57.4595,1.676,12.668,0.3733,82.299,2.9837
魚貝類,"干貝(乾)平均值",242.2435,10.8178,53.7005,1.4349,24.2055,9.8414
魚貝類,"干貝(乾)",256.109,15.5,58.5,0.7,16.5,8.8
魚貝類,"珠貝(乾)",228.378,6.1355,48.901,2.1697,31.911,10.8828
魚貝類,"牡蠣干",242.72,26.2,41,7.5,19.3,6
魚貝類,"真烏賊平均值",57.1921,3.6793,12.1775,0.5759,82.656,0.9114
魚貝類,"真烏賊(大)",61.3945,0.75,13.85,0.25,83.6,1.55
魚貝類,"真烏賊(小)",52.9897,6.6085,10.505,0.9017,81.712,0.2728
魚貝類,"章魚",60.922,0.9,13,0.6,84.6,0.9
魚貝類,"阿根廷魷",70.7838,0.3703,12.439,1.9589,84.759,0.4728
魚貝類,"泡魷魚",50.253,2.9877,11.283,0.23,84.582,0.9173
魚貝類,"台灣鎖管",71.928,1.6,16,0.4,80.8,1.2
魚貝類,"尖鎖管 ",100.0808,2.3604,20.2,1.5329,74.254,1.6527
魚貝類,"軟翅仔",69.9598,0.8415,14.681,0.8062,82.1625,1.5088
魚貝類,"香螺 ",86.0218,0,19.9365,0.099,78.9435,1.4865
魚貝類,"象牙鳳螺",78.1302,3.5796,16.917,0.6535,76.999,1.8509
魚貝類,"泥螺",94.5793,0.2805,21.535,0.291,76.918,0.9755
魚貝類,"雪螺",40.232,0,8.877,0.258,90.3296,1.1789
魚貝類,"九孔螺",73.07,5.8,15,1,76.2,2
魚貝類,"鮑魚",68.6773,9.5466,15.7985,0.135,73.06,1.4599
魚貝類,"蝸牛肉",77.5601,0,16.714,0.6864,82.465,0.767
魚貝類,"烏賊精囊",43.4905,6.444,9.788,0.188,82.12,1.46
魚貝類,"小卷干",246.4023,4.6951,53.202,2.1319,33.838,6.133
魚貝類,"白海參",32.4037,0,7.399,0.0898,92.71,0.4023
魚貝類,"仿刺參",35.7906,0.8001,8.234,0.07,90.43,0.4659
魚貝類,"南美刺參",51.5209,0,11.961,0.0496,89.838,0.4757
魚貝類,"紅海參",32.7196,0.0318,7.462,0.095,91.91,0.5012
魚貝類,"黑烏參",28.7669,0,6.497,0.1136,93.147,0.4566
魚貝類,"海蜇皮",18.7368,2.221,4.388,0,69.96,23.431
蛋類,"雞蛋平均值",135.4033,1.633,12.6727,8.8859,75.9147,0.8938
蛋類,"雞蛋(白殼)",138.9603,1.2752,12.8837,9.1782,75.7034,0.9595
蛋類,"雞蛋(黃殼)",131.8464,1.9907,12.4617,8.5935,76.126,0.8281
蛋類,"土雞蛋",129.0928,1.6916,12.9475,8.0534,76.484,0.8235
蛋類,"土雞蛋(2022年取樣)",137.0176,1.8187,12.164,9.3107,75.81,0.8966
蛋類,"烏骨雞蛋",159.743,2.4437,12.66,11.5904,72.271,1.0349
蛋類,"雞蛋(高DHA)",131.9447,1.8487,12.537,8.568,76.1415,0.9048
蛋類,"雞蛋(高次亞麻油酸)",139.0774,2.8026,12.431,9.41,74.5,0.8564
蛋類,"雞蛋(高亞麻油酸)",132.6254,0.8307,13.02,8.41,76.87,0.8693
蛋類,"初卵雞蛋",136.0875,1.3608,12.279,9.152,76.345,0.8632
蛋類,"雞蛋(高維生素A&E)",134.0262,0,12.1,9.01,79.85,1.19
蛋類,"雞蛋(高維生素E)",143.1508,1.4127,12.786,9.69,75.26,0.8513
蛋類,"雞蛋白平均值",50.0184,0.5265,11.171,0.1456,87.5593,0.5978
蛋類,"雞蛋白(白殼)",47.5857,0,10.705,0.1011,88.6785,0.6406
蛋類,"雞蛋白(黃殼)",52.4511,1.1781,11.637,0.19,86.44,0.5549
蛋類,"烏骨雞蛋白",46.85,1.6638,10.643,0.0495,87.077,0.5667
蛋類,"雞蛋黃平均值",307.9919,3.5698,15.2217,26.7878,52.8237,1.5972
蛋類,"雞蛋黃(白殼)",330.0584,1.561,15.9843,28.8655,51.9073,1.6819
蛋類,"雞蛋黃(黃殼)",285.9254,5.5786,14.459,24.71,53.74,1.5124
蛋類,"烏骨雞蛋黃",343.6717,1.4401,15.51,30.604,50.818,1.6279
蛋類,"雞蛋黃(高維生素E)",314.329,5.3503,16.236,27,49.66,1.7537
蛋類,"溫泉蛋",137.4925,3.7843,12.945,7.8417,73.642,1.787
蛋類,"雞水煮蛋",144.2187,1.7098,14.001,9.2211,74.0284,1.0397
蛋類,"雞水煮蛋白",60.7781,1.5401,13.557,0.1851,83.9895,0.7283
蛋類,"雞水煮蛋黃",342.5598,2.9185,15.544,30.4643,49.199,1.8742
蛋類,"茶葉蛋平均值",145.0465,2.2218,13.6533,9.0607,73.3343,1.73
蛋類,"茶葉蛋(市售)",146.7182,3.5119,13.522,8.7314,72.711,1.5237
蛋類,"茶葉蛋(浸泡隔夜)",143.3748,0.9316,13.7846,9.39,73.9576,1.9362
蛋類,"茶葉蛋白(浸泡隔夜)",54.4229,0.3891,12.932,0.1265,84.777,1.7754
蛋類,"茶葉蛋黃(浸泡隔夜)",344.1043,2.1592,15.7065,30.2935,49.5415,2.2993
蛋類,"雞皮蛋平均值",134.3368,2.9538,12.496,8.0598,74.6713,1.8193
蛋類,"雞皮蛋",141.8953,3.5682,12.757,8.5105,73.4335,1.7308
蛋類,"土雞皮蛋",126.7782,2.3393,12.235,7.609,75.909,1.9077
蛋類,"滷蛋平均值",183.7698,4.6187,16.4022,11.0762,64.3085,3.5943
蛋類,"雞滷蛋(市售)",190.7914,6.3581,15.6803,11.4042,64.66,1.8974
蛋類,"雞滷蛋(現煮)",178.4489,3.1336,16.579,11.0665,65.0522,4.1687
蛋類,"雞滷蛋(浸泡隔夜)",182.0692,4.3645,16.9473,10.758,63.2133,4.7169
蛋類,"滷蛋白平均值",86.7077,4.5508,16.6855,0.1959,73.4618,5.1062
蛋類,"雞滷蛋白(現煮)",83.947,3.9053,16.64,0.1962,74.492,4.7665
蛋類,"雞滷蛋白(浸泡隔夜)",89.4683,5.1962,16.731,0.1955,72.4315,5.4458
蛋類,"滷蛋黃平均值",379.055,1.9468,17.0285,33.6838,44.3093,3.0317
蛋類,"雞滷蛋黃(現煮)",375.7408,1.3258,16.6395,33.7644,45.3485,2.9218
蛋類,"雞滷蛋黃(浸泡隔夜)",382.3691,2.5678,17.4175,33.6031,43.27,3.1416
蛋類,"雞鐵蛋",287.5,5.9,26.6,17.5,47.2,2.8
蛋類,"雞水波蛋",146.9589,0.8217,11.584,10.6932,75.884,1.0171
蛋類,"荷包蛋(不加油)",161.9092,1.4475,13.9765,11.1942,72.2355,1.1463
蛋類,"荷包蛋(加油1小匙)",192.2388,1.6273,13.0145,14.8524,69.3125,1.1933
蛋類,"煎蛋(不加油)",160.5316,4.8791,13.506,11.2689,69.0225,1.3235
蛋類,"炒蛋(加油3大匙)",214.542,4.5836,12.9025,16.0664,65.338,1.1095
蛋類,"蒸蛋平均值",64.4478,2.1604,5.2615,4.6017,87.2267,0.7497
蛋類,"蒸蛋(市售)",31.5742,3.373,3.58,1.77,90.11,1.167
蛋類,"蒸蛋(微波爐)",82.2243,1.7743,6.3665,6.0384,85.2805,0.5403
蛋類,"蒸蛋(電鍋)",79.5448,1.334,5.838,5.9968,86.2895,0.5417
蛋類,"鴨蛋",187.0186,0.211,13.147,14.3789,71.232,1.0311
蛋類,"紅面番鴨蛋",198.0024,0,13.14,15.6,70.92,2.057
蛋類,"鴨蛋白",47.088,1.4,10.8,0,87.1,0.7
蛋類,"鴨蛋黃",346.704,2,15.8,30.8,49.7,1.7
蛋類,"鴨皮蛋",163.9459,2.6687,12.7715,11.3539,71.4175,1.7884
蛋類,"鴨鹹蛋平均值",184.6259,1.0546,13.3108,14.1293,66.6968,4.8084
蛋類,"鴨生鹹蛋",177.716,0,12.492,14.71,69.14,4.8185
蛋類,"鴨熟鹹蛋",182.6193,0.801,13.71,13.8417,65.882,5.7653
蛋類,"鴨熟鹹蛋(薄鹽)",193.5423,3.5234,13.7305,13.8363,65.0685,3.8413
蛋類,"鴨鹹蛋黃",528.3239,1.273,23.62,47.6391,24.1925,3.2754
